trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
20,False,"{'a': 0.8, 'e': 0.9950041652780257}",20,0,-207.44011744862456,"{0: 9, 1: 1, 2: 5, 3: 2, 4: 3}",0
21,False,"{'a': 0.8, 'e': 0.9944925627484974}",20,0,-162.13245970874095,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
22,False,"{'a': 0.8, 'e': 0.9939560979566968}",20,0,-69.20178326701873,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
23,False,"{'a': 0.8, 'e': 0.9933947843142158}",25,0,-81.19196790030024,"{0: 17, 1: 0, 2: 6, 3: 2, 4: 0}",0
24,False,"{'a': 0.8, 'e': 0.9928086358538663}",25,0,-223.49213859787181,"{0: 12, 1: 2, 2: 7, 3: 0, 4: 4}",0
25,False,"{'a': 0.8, 'e': 0.992197667229329}",30,0,-257.7252408977985,"{0: 15, 1: 3, 2: 4, 3: 5, 4: 3}",0
26,False,"{'a': 0.8, 'e': 0.9915618937147881}",25,0,-99.71350281711076,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
27,False,"{'a': 0.8, 'e': 0.9909013312045479}",20,0,-100.23456367091592,"{0: 9, 1: 3, 2: 6, 3: 2, 4: 0}",0
28,False,"{'a': 0.8, 'e': 0.9902159962126371}",25,0,-112.1456279076471,"{0: 12, 1: 4, 2: 7, 3: 2, 4: 0}",0
29,False,"{'a': 0.8, 'e': 0.9895059058723947}",25,4,-85.91252504881068,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 1}",1
30,False,"{'a': 0.8, 'e': 0.9887710779360422}",20,0,-74.91504094905943,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
31,False,"{'a': 0.8, 'e': 0.9880115307742399}",20,0,-116.8136917913921,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
32,False,"{'a': 0.8, 'e': 0.9872272833756269}",30,0,-162.65463329723897,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
33,False,"{'a': 0.8, 'e': 0.9864183553463477}",20,14,-5.127652320461221,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
34,False,"{'a': 0.8, 'e': 0.9855847669095608}",25,0,-139.27867432632897,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
35,False,"{'a': 0.8, 'e': 0.9847265389049334}",25,0,-195.9343537351797,"{0: 14, 1: 0, 2: 7, 3: 1, 4: 3}",0
36,False,"{'a': 0.8, 'e': 0.9838436927881214}",30,0,-110.9161778323237,"{0: 17, 1: 3, 2: 9, 3: 1, 4: 0}",0
37,False,"{'a': 0.8, 'e': 0.9829362506302315}",35,0,-154.98502370047908,"{0: 22, 1: 5, 2: 4, 3: 2, 4: 2}",0
38,False,"{'a': 0.8, 'e': 0.9820042351172703}",20,5,-71.34519880158228,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 1}",1
39,False,"{'a': 0.8, 'e': 0.9810476695495772}",25,0,-122.23048813742314,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
40,False,"{'a': 0.8, 'e': 0.9800665778412416}",25,0,-184.7972450968241,"{0: 15, 1: 1, 2: 3, 3: 4, 4: 2}",0
41,False,"{'a': 0.8, 'e': 0.9790609845195051}",25,0,-92.96862286815684,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
42,False,"{'a': 0.8, 'e': 0.9780309147241483}",20,0,-126.67126331317556,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
43,False,"{'a': 0.8, 'e': 0.9769763942068623}",25,0,-199.48712306059596,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 3}",0
44,False,"{'a': 0.8, 'e': 0.9758974493306055}",20,0,-177.84285711740281,"{0: 11, 1: 4, 2: 1, 3: 0, 4: 4}",0
45,False,"{'a': 0.8, 'e': 0.9747941070689433}",20,0,-8.681953540934316,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
46,False,"{'a': 0.8, 'e': 0.9736663950053749}",20,0,-61.31018140843165,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
47,False,"{'a': 0.8, 'e': 0.972514341332643}",20,0,-68.99738017789281,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
48,False,"{'a': 0.8, 'e': 0.9713379748520297}",30,0,-209.7288047029586,"{0: 18, 1: 1, 2: 7, 3: 0, 4: 4}",0
49,False,"{'a': 0.8, 'e': 0.9701373249726354}",30,0,-142.0340278074331,"{0: 14, 1: 3, 2: 12, 3: 1, 4: 0}",0
50,False,"{'a': 0.8, 'e': 0.9689124217106447}",25,0,-64.56433149497869,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
51,False,"{'a': 0.8, 'e': 0.9676632956885756}",20,5,-73.83133816795404,"{0: 8, 1: 3, 2: 3, 3: 0, 4: 1}",1
52,False,"{'a': 0.8, 'e': 0.9663899781345132}",25,0,-52.34568119844492,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
53,False,"{'a': 0.8, 'e': 0.9650925008813303}",30,0,-168.83995381366591,"{0: 16, 1: 5, 2: 4, 3: 4, 4: 1}",0
54,False,"{'a': 0.8, 'e': 0.9637708963658905}",20,0,-121.08991002777678,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
55,False,"{'a': 0.8, 'e': 0.962425197628238}",25,0,-111.11113536503319,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
56,False,"{'a': 0.8, 'e': 0.9610554383107709}",20,0,-70.29094296512429,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
57,False,"{'a': 0.8, 'e': 0.9596616526574011}",25,0,-126.4443558289745,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
58,False,"{'a': 0.8, 'e': 0.9582438755126972}",35,0,-181.64423593544325,"{0: 22, 1: 2, 2: 7, 3: 2, 4: 2}",0
59,False,"{'a': 0.8, 'e': 0.9568021423210139}",30,15,-33.58423829052669,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
60,False,"{'a': 0.8, 'e': 0.955336489125606}",20,0,-142.9117160587946,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
61,False,"{'a': 0.8, 'e': 0.9538469525677271}",20,0,-97.88071680977714,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
62,False,"{'a': 0.8, 'e': 0.9523335698857134}",30,0,-154.98310348197344,"{0: 21, 1: 0, 2: 6, 3: 0, 4: 3}",0
63,False,"{'a': 0.8, 'e': 0.9507963789140532}",20,0,-143.13844669461776,"{0: 8, 1: 6, 2: 4, 3: 0, 4: 2}",0
64,False,"{'a': 0.8, 'e': 0.9492354180824408}",20,0,-137.43520128181478,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
65,False,"{'a': 0.8, 'e': 0.9476507264148157}",30,0,-100.7835463096009,"{0: 19, 1: 7, 2: 2, 3: 1, 4: 1}",0
66,False,"{'a': 0.8, 'e': 0.946042343528387}",20,0,-98.11427430154272,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
67,False,"{'a': 0.8, 'e': 0.944410309632643}",35,0,-220.22879104285084,"{0: 21, 1: 1, 2: 8, 3: 2, 4: 3}",0
68,False,"{'a': 0.8, 'e': 0.9427546655283462}",25,0,-53.85738768492203,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
69,False,"{'a': 0.8, 'e': 0.941075452606513}",20,0,-18.22869849052646,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
70,False,"{'a': 0.8, 'e': 0.9393727128473789}",30,0,-120.3205171718832,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
71,False,"{'a': 0.8, 'e': 0.9376464888193493}",25,0,-173.59597701658154,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
72,False,"{'a': 0.8, 'e': 0.9358968236779348}",25,10,5.5654217850418775,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.8, 'e': 0.9341237611646731}",20,0,-48.21113553163365,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
74,False,"{'a': 0.8, 'e': 0.9323273456060345}",25,0,-42.79909442915285,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
75,False,"{'a': 0.8, 'e': 0.9305076219123143}",25,0,-185.10549712589423,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 4}",0
76,False,"{'a': 0.8, 'e': 0.9286646355765102}",20,0,-171.18376173965552,"{0: 9, 1: 4, 2: 4, 3: 0, 4: 3}",0
77,False,"{'a': 0.8, 'e': 0.9267984326731847}",20,0,-122.994390260171,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
78,False,"{'a': 0.8, 'e': 0.9249090598573131}",20,0,-24.65010313014841,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
79,False,"{'a': 0.8, 'e': 0.9229965643631173}",20,0,-125.2918744649041,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
80,False,"{'a': 0.8, 'e': 0.9210609940028851}",25,0,-66.21939107345625,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",0
81,False,"{'a': 0.8, 'e': 0.9191023971657747}",30,0,-242.0177163639849,"{0: 17, 1: 2, 2: 4, 3: 3, 4: 4}",0
82,False,"{'a': 0.8, 'e': 0.9171208228166051}",25,5,-17.930403914268435,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
83,False,"{'a': 0.8, 'e': 0.9151163204946318}",25,0,-280.7709780071583,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 6}",0
84,False,"{'a': 0.8, 'e': 0.9130889403123083}",25,0,-43.74162760206748,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
85,False,"{'a': 0.8, 'e': 0.9110387329540337}",25,0,-38.19545705241489,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
86,False,"{'a': 0.8, 'e': 0.9089657496748851}",20,0,-94.01228122635521,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
87,False,"{'a': 0.8, 'e': 0.9068700422993367}",30,8,-170.89438228623732,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 3}",1
88,False,"{'a': 0.8, 'e': 0.9047516632199635}",25,0,-90.5951837774915,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
89,False,"{'a': 0.8, 'e': 0.9026106653961321}",20,0,-89.77381162893693,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
90,False,"{'a': 0.8, 'e': 0.9004471023526769}",20,0,-140.8316417093446,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
91,False,"{'a': 0.8, 'e': 0.8982610281785611}",35,0,-134.4450544066634,"{0: 22, 1: 4, 2: 6, 3: 2, 4: 1}",0
92,False,"{'a': 0.8, 'e': 0.8960524975255253}",35,0,-124.271167886849,"{0: 23, 1: 1, 2: 9, 3: 1, 4: 1}",0
93,False,"{'a': 0.8, 'e': 0.8938215656067205}",25,5,-67.27473120184497,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",1
94,False,"{'a': 0.8, 'e': 0.8915682881953289}",30,0,-151.08189618420408,"{0: 18, 1: 2, 2: 8, 3: 0, 4: 2}",0
95,False,"{'a': 0.8, 'e': 0.8892927216231682}",20,0,-79.8494078077391,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
96,False,"{'a': 0.8, 'e': 0.8869949227792842}",30,0,-64.27630543085206,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
97,False,"{'a': 0.8, 'e': 0.8846749491085283}",20,0,-81.99492563567338,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
98,False,"{'a': 0.8, 'e': 0.8823328586101216}",25,0,-105.00557994348539,"{0: 15, 1: 5, 2: 2, 3: 2, 4: 1}",0
99,False,"{'a': 0.8, 'e': 0.8799687098362042}",25,0,-102.36465074436327,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
100,False,"{'a': 0.8, 'e': 0.8775825618903728}",20,0,-99.2349771844881,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
101,False,"{'a': 0.8, 'e': 0.8751744744262013}",30,0,-17.768495551438058,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",0
102,False,"{'a': 0.8, 'e': 0.8727445076457513}",20,0,-34.75986383779324,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
103,False,"{'a': 0.8, 'e': 0.8702927222980654}",25,0,-112.77708741154692,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
104,False,"{'a': 0.8, 'e': 0.8678191796776499}",25,0,-117.68156296367741,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
105,False,"{'a': 0.8, 'e': 0.8653239416229412}",20,0,-47.68294068690586,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
106,False,"{'a': 0.8, 'e': 0.862807070514761}",20,0,-64.28676515265431,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
107,False,"{'a': 0.8, 'e': 0.8602686292747557}",25,0,-106.40311072037856,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
108,False,"{'a': 0.8, 'e': 0.8577086813638242}",25,0,-128.4389500786653,"{0: 14, 1: 6, 2: 2, 3: 1, 4: 2}",0
109,False,"{'a': 0.8, 'e': 0.8551272907805307}",30,0,-151.1815947223751,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 2}",0
110,False,"{'a': 0.8, 'e': 0.8525245220595057}",30,0,-177.82038694818465,"{0: 17, 1: 3, 2: 7, 3: 0, 4: 3}",0
111,False,"{'a': 0.8, 'e': 0.8499004402698315}",20,0,-143.62340615550326,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
112,False,"{'a': 0.8, 'e': 0.8472551110134161}",30,7,-82.936869588085,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 2}",1
113,False,"{'a': 0.8, 'e': 0.8445886004233532}",25,0,-66.68374433311361,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
114,False,"{'a': 0.8, 'e': 0.8419009751622687}",20,0,-43.53997887300035,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
115,False,"{'a': 0.8, 'e': 0.8391923024206541}",25,0,-9.828831564528254,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
116,False,"{'a': 0.8, 'e': 0.8364626499151869}",20,0,-39.01027073099394,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
117,False,"{'a': 0.8, 'e': 0.8337120858870376}",30,0,-90.11750253878968,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
118,False,"{'a': 0.8, 'e': 0.8309406791001634}",25,0,-85.82706679244309,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
119,False,"{'a': 0.8, 'e': 0.8281484988395901}",35,0,-93.08063985084168,"{0: 25, 1: 1, 2: 8, 3: 0, 4: 1}",0
120,False,"{'a': 0.8, 'e': 0.8253356149096783}",20,0,-25.6593106947762,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
121,False,"{'a': 0.8, 'e': 0.82250209763238}",25,3,-26.26880095757465,"{0: 16, 1: 4, 2: 1, 3: 1, 4: 0}",1
122,False,"{'a': 0.8, 'e': 0.8196480178454795}",25,0,-120.1041699256333,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 3}",0
123,False,"{'a': 0.8, 'e': 0.8167734469008229}",20,0,-60.19966604994906,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
124,False,"{'a': 0.8, 'e': 0.8138784566625339}",20,0,-125.78955229785214,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
125,False,"{'a': 0.8, 'e': 0.8109631195052179}",20,0,-7.858528405790719,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
126,False,"{'a': 0.8, 'e': 0.8080275083121519}",20,0,-114.64586805583906,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
127,False,"{'a': 0.8, 'e': 0.8050716964734628}",35,0,-179.13819483293028,"{0: 22, 1: 4, 2: 4, 3: 3, 4: 2}",0
128,False,"{'a': 0.8, 'e': 0.8020957578842927}",20,0,-125.76479404843184,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
129,False,"{'a': 0.8, 'e': 0.7990997669429512}",20,0,-57.813210390171825,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
130,False,"{'a': 0.8, 'e': 0.7960837985490559}",25,0,-69.5826656636948,"{0: 15, 1: 5, 2: 4, 3: 1, 4: 0}",0
131,False,"{'a': 0.8, 'e': 0.7930479281016595}",25,0,-30.080112930294373,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
132,False,"{'a': 0.8, 'e': 0.7899922314973651}",35,13,-87.60199376182369,"{0: 14, 1: 0, 2: 5, 3: 3, 4: 0}",1
133,False,"{'a': 0.8, 'e': 0.7869167851284287}",20,0,-22.775161517508256,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
134,False,"{'a': 0.8, 'e': 0.7838216658808492}",25,14,-58.89152434624825,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
135,False,"{'a': 0.8, 'e': 0.7807069511324468}",35,0,-163.2543676204075,"{0: 24, 1: 4, 2: 3, 3: 1, 4: 3}",0
136,False,"{'a': 0.8, 'e': 0.7775727187509279}",20,0,-81.60438180149653,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
137,False,"{'a': 0.8, 'e': 0.7744190470919388}",20,0,-95.11391870030326,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
138,False,"{'a': 0.8, 'e': 0.7712460149971065}",25,0,-132.38661425417328,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 3}",0
139,False,"{'a': 0.8, 'e': 0.7680537017920686}",20,0,-30.778116991352906,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
140,False,"{'a': 0.8, 'e': 0.7648421872844884}",20,9,-97.52881839078246,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 2}",1
141,False,"{'a': 0.8, 'e': 0.7616115517620617}",25,0,-78.60566859722616,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
142,False,"{'a': 0.8, 'e': 0.7583618759905082}",20,0,-52.41376263512135,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
143,False,"{'a': 0.8, 'e': 0.7550932412115529}",20,0,-67.47029259938236,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
144,False,"{'a': 0.8, 'e': 0.751805729140895}",35,0,-267.72574875399295,"{0: 18, 1: 2, 2: 8, 3: 4, 4: 3}",0
145,False,"{'a': 0.8, 'e': 0.7484994219661651}",20,15,-13.341060370104547,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
146,False,"{'a': 0.8, 'e': 0.7451744023448704}",20,0,-78.41484410458953,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
147,False,"{'a': 0.8, 'e': 0.7418307534023283}",20,0,-143.8204123646295,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
148,False,"{'a': 0.8, 'e': 0.7384685587295879}",20,4,-49.10887164409886,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
149,False,"{'a': 0.8, 'e': 0.7350879023813413}",30,8,-125.49588158925607,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 2}",1
150,False,"{'a': 0.8, 'e': 0.7316888688738209}",25,0,-91.88819684598167,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
151,False,"{'a': 0.8, 'e': 0.7282715431826874}",25,7,-29.326591147724862,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
152,False,"{'a': 0.8, 'e': 0.7248360107409052}",25,0,-105.55685976176248,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
153,False,"{'a': 0.8, 'e': 0.7213823574366063}",20,4,-27.27386718925355,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
154,False,"{'a': 0.8, 'e': 0.7179106696109434}",30,0,-154.5714083277584,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
155,False,"{'a': 0.8, 'e': 0.7144210340559314}",25,0,-119.35594994493532,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
156,False,"{'a': 0.8, 'e': 0.7109135380122773}",20,4,-47.160978342856005,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
157,False,"{'a': 0.8, 'e': 0.7073882691671998}",25,11,-46.28590291838569,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
158,False,"{'a': 0.8, 'e': 0.7038453156522362}",20,0,-85.85977318548936,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
159,False,"{'a': 0.8, 'e': 0.7002847660410397}",20,0,-26.884939639807186,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
160,False,"{'a': 0.8, 'e': 0.6967067093471655}",20,0,-129.5565176110796,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
